Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
2172,ORD-98885,2022-04-15,2022-04-16,First Class,CU-1596,Thomas Williams,Corporate,United States,Florida City,Florida,39257,East,PROD-6213,Technology,Phones,Phones Model 409,4926.31,14,0.3,1907.58
2173,ORD-53983,2020-11-13,2020-11-19,Second Class,CU-5754,Sarah Brown,Home Office,United States,Missouri City,Missouri,61423,Central,PROD-2915,Furniture,Chairs,Chairs Model 341,9617.17,8,0.3,314.12
2174,ORD-55748,2019-02-05,2019-02-12,Second Class,CU-2129,Jessica Davis,Corporate,United States,Georgia City,Georgia,97995,South,PROD-1256,Technology,Machines,Machines Model 29,6739.31,13,0.4,-760.31
2175,ORD-30013,2021-07-27,2021-07-31,First Class,CU-5466,James Smith,Consumer,United States,Wisconsin City,Wisconsin,89575,Central,PROD-9996,Technology,Accessories,Accessories Model 342,1006.01,2,0.2,-100.6
2176,ORD-52765,2019-06-08,2019-06-11,Second Class,CU-1111,Joseph White,Home Office,United States,Alabama City,Alabama,87707,South,PROD-1526,Furniture,Furnishings,Furnishings Model 343,3295.8,4,0.4,-607.79
2177,ORD-32846,2019-04-13,2019-04-19,Second Class,CU-8450,Jessica Brown,Corporate,United States,California City,California,80509,West,PROD-9189,Technology,Phones,Phones Model 409,2403.58,4,0.5,817.67
2178,ORD-50985,2020-05-12,2020-05-17,First Class,CU-1389,Patricia Thomas,Home Office,United States,New York City,New York,21612,East,PROD-1179,Furniture,Furnishings,Furnishings Model 343,1044.87,9,0.5,271.69
2179,ORD-60146,2021-02-20,2021-02-23,Standard Class,CU-0143,Mary Young,Corporate,United States,Wisconsin City,Wisconsin,78682,Central,PROD-9199,Office Supplies,Paper,Paper Model 193,10630.88,7,0.0,500.99
2180,ORD-36867,2019-01-04,2019-01-10,First Class,CU-5329,Sarah Garcia,Home Office,United States,California City,California,68645,West,PROD-2534,Furniture,Tables,Tables Model 393,21638.26,11,0.0,5141.23
2181,ORD-61502,2019-02-06,2019-02-10,Standard Class,CU-0472,Jessica Martinez,Corporate,United States,Pennsylvania City,Pennsylvania,16516,East,PROD-1883,Furniture,Tables,Tables Model 393,4053.92,9,0.0,1717.35
2182,ORD-84125,2020-08-04,2020-08-09,First Class,CU-1527,William Taylor,Consumer,United States,Alabama City,Alabama,60794,South,PROD-1381,Furniture,Bookcases,Bookcases Model 429,1857.68,9,0.5,705.18
2183,ORD-78595,2021-11-20,2021-11-26,First Class,CU-0365,Richard Martin,Corporate,United States,North Carolina City,North Carolina,74411,South,PROD-8169,Office Supplies,Paper,Paper Model 193,6311.43,7,0.0,2300.25
2184,ORD-90129,2020-12-20,2020-12-26,First Class,CU-9352,Jessica Johnson,Corporate,United States,California City,California,42629,West,PROD-3828,Furniture,Bookcases,Bookcases Model 429,9553.39,10,0.4,-623.85
2185,ORD-85581,2019-02-03,2019-02-09,Standard Class,CU-2399,Charles Jones,Consumer,United States,Arizona City,Arizona,41486,West,PROD-9800,Technology,Copiers,Copiers Model 362,191.61,1,0.3,15.05
2186,ORD-72444,2021-02-14,2021-02-18,Standard Class,CU-3440,Michael Brown,Consumer,United States,Tennessee City,Tennessee,64484,South,PROD-4517,Furniture,Tables,Tables Model 393,13399.6,12,0.0,2475.4
2187,ORD-24574,2019-07-31,2019-08-02,First Class,CU-6900,Robert Smith,Home Office,United States,Oregon City,Oregon,54173,West,PROD-5525,Furniture,Furnishings,Furnishings Model 343,6656.24,5,0.0,2796.01
2188,ORD-02877,2019-03-06,2019-03-11,Same Day,CU-6778,Barbara Young,Corporate,United States,Texas City,Texas,62620,Central,PROD-2848,Office Supplies,Paper,Paper Model 193,15565.42,12,0.1,2633.96
2189,ORD-65496,2019-07-19,2019-07-23,Standard Class,CU-6394,Barbara Thomas,Consumer,United States,Georgia City,Georgia,97982,South,PROD-6374,Office Supplies,Supplies,Supplies Model 465,100.2,4,0.2,-3.84
2190,ORD-40907,2019-11-19,2019-11-24,Same Day,CU-4276,Linda Anderson,Corporate,United States,California City,California,46435,West,PROD-7850,Technology,Phones,Phones Model 409,5574.74,5,0.1,2457.6
2191,ORD-57805,2021-03-04,2021-03-06,Same Day,CU-2032,William Jackson,Corporate,United States,Nevada City,Nevada,30547,West,PROD-8978,Office Supplies,Storage,Storage Model 404,10046.42,9,0.1,336.53
2192,ORD-72856,2019-01-09,2019-01-11,First Class,CU-3036,Richard Johnson,Corporate,United States,Florida City,Florida,15105,East,PROD-6421,Technology,Copiers,Copiers Model 362,1510.12,3,0.0,-81.7
2193,ORD-03583,2021-01-06,2021-01-07,Second Class,CU-3361,Patricia Garcia,Corporate,United States,Wisconsin City,Wisconsin,77709,Central,PROD-5098,Office Supplies,Supplies,Supplies Model 465,8151.88,11,0.0,2746.72
2194,ORD-58639,2021-06-02,2021-06-03,Standard Class,CU-0764,Jessica Thomas,Consumer,United States,Ohio City,Ohio,85905,East,PROD-6367,Technology,Accessories,Accessories Model 342,13041.82,12,0.0,4595.55
2195,ORD-89908,2019-03-10,2019-03-15,First Class,CU-7202,Sarah King,Corporate,United States,New Jersey City,New Jersey,28420,East,PROD-9568,Office Supplies,Fasteners,Fasteners Model 432,6207.25,9,0.1,438.14
2196,ORD-17756,2020-09-12,2020-09-14,Standard Class,CU-8023,Barbara Martinez,Home Office,United States,Tennessee City,Tennessee,42907,South,PROD-2175,Office Supplies,Labels,Labels Model 193,235.02,1,0.2,59.03
2197,ORD-66911,2021-08-04,2021-08-05,Second Class,CU-4337,Joseph Davis,Consumer,United States,Georgia City,Georgia,79863,South,PROD-0140,Office Supplies,Binders,Binders Model 60,3317.16,5,0.1,1369.87
2198,ORD-80770,2020-06-23,2020-06-30,Same Day,CU-6890,Charles Brown,Home Office,United States,Washington City,Washington,10839,West,PROD-9298,Furniture,Furnishings,Furnishings Model 343,2178.98,2,0.1,512.49
2199,ORD-01329,2022-03-08,2022-03-15,Standard Class,CU-5438,John Martin,Corporate,United States,Virginia City,Virginia,51330,South,PROD-3675,Technology,Accessories,Accessories Model 342,3031.92,12,0.0,998.95
2200,ORD-06122,2022-02-21,2022-02-26,Second Class,CU-0500,Sarah Jackson,Home Office,United States,Alabama City,Alabama,38894,South,PROD-5073,Technology,Accessories,Accessories Model 342,13686.11,11,0.2,-2173.3
2201,ORD-02517,2019-08-01,2019-08-02,First Class,CU-5438,John Martin,Consumer,United States,Texas City,Texas,21262,Central,PROD-8822,Furniture,Chairs,Chairs Model 341,27983.81,14,0.0,79.27
2202,ORD-50382,2020-09-26,2020-09-29,First Class,CU-2730,Charles Smith,Corporate,United States,Pennsylvania City,Pennsylvania,16260,East,PROD-8769,Furniture,Chairs,Chairs Model 341,458.71,8,0.3,31.72
2203,ORD-07384,2021-12-14,2021-12-16,First Class,CU-9048,Thomas White,Home Office,United States,Tennessee City,Tennessee,61082,South,PROD-6811,Technology,Accessories,Accessories Model 342,96.91,2,0.0,-2.84
2204,ORD-56792,2022-09-16,2022-09-20,First Class,CU-2138,Joseph Anderson,Consumer,United States,Michigan City,Michigan,13581,Central,PROD-9211,Furniture,Tables,Tables Model 393,5412.42,10,0.0,518.22
2205,ORD-90375,2022-06-10,2022-06-15,Second Class,CU-5268,Lisa Young,Corporate,United States,Pennsylvania City,Pennsylvania,39983,East,PROD-6683,Furniture,Bookcases,Bookcases Model 429,89.29,8,0.1,-3.53
2206,ORD-51435,2019-05-26,2019-05-27,Same Day,CU-3209,Richard Martinez,Consumer,United States,Alabama City,Alabama,55952,South,PROD-2598,Furniture,Chairs,Chairs Model 341,9748.5,14,0.1,-886.24
2207,ORD-14524,2020-05-09,2020-05-10,Same Day,CU-5447,Sarah Thomas,Corporate,United States,New York City,New York,94411,East,PROD-6819,Office Supplies,Paper,Paper Model 193,18412.34,11,0.0,-3362.18
2208,ORD-56653,2021-03-22,2021-03-23,Same Day,CU-5506,David Davis,Consumer,United States,Michigan City,Michigan,48088,Central,PROD-5688,Furniture,Chairs,Chairs Model 341,13036.71,7,0.0,-2086.77
2209,ORD-57847,2021-11-28,2021-12-03,Standard Class,CU-3007,Richard Young,Home Office,United States,Tennessee City,Tennessee,63121,South,PROD-1668,Office Supplies,Fasteners,Fasteners Model 432,5099.94,5,0.0,529.08
2210,ORD-28179,2021-06-29,2021-07-03,First Class,CU-7207,James Williams,Corporate,United States,California City,California,88055,West,PROD-6896,Technology,Copiers,Copiers Model 362,11205.59,13,0.5,40.11
2211,ORD-46052,2019-06-01,2019-06-05,Second Class,CU-2493,Patricia Brown,Home Office,United States,Pennsylvania City,Pennsylvania,46442,East,PROD-8301,Technology,Copiers,Copiers Model 362,1379.52,2,0.4,470.27
2212,ORD-38118,2020-12-31,2021-01-03,Standard Class,CU-7029,Barbara Williams,Corporate,United States,Washington City,Washington,40578,West,PROD-6068,Technology,Accessories,Accessories Model 342,8301.14,14,0.5,-153.11
2213,ORD-42281,2019-11-28,2019-11-30,Second Class,CU-7460,David Taylor,Home Office,United States,Missouri City,Missouri,37671,Central,PROD-8765,Office Supplies,Storage,Storage Model 404,9856.74,10,0.5,3001.38
2214,ORD-35864,2022-11-23,2022-11-30,First Class,CU-8928,Barbara King,Consumer,United States,Florida City,Florida,38107,East,PROD-2559,Technology,Phones,Phones Model 409,7015.78,10,0.4,1453.88
2215,ORD-83677,2019-08-01,2019-08-05,Standard Class,CU-4337,Joseph Davis,Home Office,United States,Virginia City,Virginia,45788,South,PROD-7013,Office Supplies,Supplies,Supplies Model 465,6154.4,4,0.2,1822.79
2216,ORD-28812,2022-09-16,2022-09-18,Same Day,CU-1917,Richard Anderson,Home Office,United States,Georgia City,Georgia,82536,South,PROD-1618,Technology,Accessories,Accessories Model 342,8717.52,14,0.5,1989.81
2217,ORD-72702,2020-02-16,2020-02-23,Same Day,CU-2670,William Young,Consumer,United States,Virginia City,Virginia,67713,South,PROD-5731,Furniture,Chairs,Chairs Model 341,1789.62,2,0.5,709.26
2218,ORD-17025,2021-09-05,2021-09-12,Second Class,CU-6995,Karen Brown,Corporate,United States,Nevada City,Nevada,25916,West,PROD-0449,Technology,Accessories,Accessories Model 342,3300.78,4,0.5,643.29
2219,ORD-38631,2022-06-08,2022-06-10,Standard Class,CU-0715,Charles Thompson,Corporate,United States,Georgia City,Georgia,87664,South,PROD-9653,Furniture,Chairs,Chairs Model 341,5405.33,6,0.4,-19.09
2220,ORD-89112,2021-09-22,2021-09-23,Standard Class,CU-7460,David Taylor,Home Office,United States,Virginia City,Virginia,72316,South,PROD-4323,Technology,Accessories,Accessories Model 342,22031.0,14,0.1,-818.47
2221,ORD-43067,2021-01-11,2021-01-14,Standard Class,CU-2399,Charles Jones,Home Office,United States,Arizona City,Arizona,61043,West,PROD-2241,Furniture,Furnishings,Furnishings Model 343,3631.96,3,0.0,50.93
2222,ORD-39393,2020-10-31,2020-11-04,First Class,CU-0173,Mary Williams,Consumer,United States,California City,California,43079,West,PROD-8520,Technology,Phones,Phones Model 409,833.48,2,0.5,-62.39
2223,ORD-32007,2021-11-14,2021-11-16,Same Day,CU-5142,Mary Thompson,Consumer,United States,Washington City,Washington,85099,West,PROD-8006,Technology,Machines,Machines Model 29,13452.95,11,0.2,3133.27
2224,ORD-77735,2019-05-31,2019-06-01,Same Day,CU-8472,Michael Miller,Consumer,United States,Arizona City,Arizona,92325,West,PROD-5799,Furniture,Furnishings,Furnishings Model 343,6661.47,5,0.0,805.8
2225,ORD-34578,2022-05-25,2022-05-27,Second Class,CU-6958,Jessica Williams,Home Office,United States,New Jersey City,New Jersey,63826,East,PROD-5331,Furniture,Bookcases,Bookcases Model 429,5927.14,3,0.0,2200.22
2226,ORD-79979,2021-02-26,2021-02-27,Standard Class,CU-0110,Patricia Harris,Corporate,United States,New York City,New York,34849,East,PROD-8521,Office Supplies,Storage,Storage Model 404,12486.25,11,0.1,4226.66
2227,ORD-69522,2021-11-03,2021-11-05,Same Day,CU-5565,Linda Jackson,Home Office,United States,North Carolina City,North Carolina,66956,South,PROD-5259,Technology,Copiers,Copiers Model 362,10959.34,6,0.0,756.06
2228,ORD-69900,2022-12-31,2023-01-05,Standard Class,CU-0873,Charles Williams,Consumer,United States,Texas City,Texas,79947,Central,PROD-0138,Technology,Machines,Machines Model 29,5521.1,12,0.0,2403.79
2229,ORD-40004,2020-05-07,2020-05-11,Standard Class,CU-8590,Richard King,Consumer,United States,New Jersey City,New Jersey,34444,East,PROD-9456,Furniture,Chairs,Chairs Model 341,3666.41,10,0.3,1282.07
2230,ORD-06060,2022-11-01,2022-11-06,Same Day,CU-3959,William Martinez,Corporate,United States,Illinois City,Illinois,81057,Central,PROD-7757,Office Supplies,Storage,Storage Model 404,6846.48,5,0.1,2197.26
2231,ORD-92843,2020-03-28,2020-03-29,Same Day,CU-0559,Barbara Davis,Consumer,United States,Alabama City,Alabama,72770,South,PROD-7612,Technology,Phones,Phones Model 409,3631.04,7,0.0,30.17
2232,ORD-81947,2022-12-01,2022-12-03,Second Class,CU-0104,Mary Thomas,Home Office,United States,Oregon City,Oregon,32509,West,PROD-0614,Furniture,Bookcases,Bookcases Model 429,6276.11,13,0.5,2534.9
2233,ORD-09299,2020-04-27,2020-05-01,Same Day,CU-2513,William Thomas,Consumer,United States,Missouri City,Missouri,61808,Central,PROD-0711,Technology,Machines,Machines Model 29,710.64,3,0.0,267.28
2234,ORD-06381,2019-05-29,2019-06-03,Same Day,CU-9168,Thomas Martinez,Corporate,United States,Washington City,Washington,71395,West,PROD-2384,Technology,Machines,Machines Model 29,167.38,13,0.3,4.03
2235,ORD-88528,2022-03-31,2022-04-03,Same Day,CU-3493,Susan Harris,Home Office,United States,New Jersey City,New Jersey,45315,East,PROD-0809,Office Supplies,Envelopes,Envelopes Model 119,9045.17,13,0.0,-310.64
2236,ORD-08320,2021-07-22,2021-07-23,First Class,CU-4746,Michael Thomas,Home Office,United States,California City,California,61504,West,PROD-2090,Technology,Copiers,Copiers Model 362,3413.8,4,0.4,-353.43
2237,ORD-07584,2020-08-20,2020-08-26,Second Class,CU-8862,Susan Thompson,Consumer,United States,Tennessee City,Tennessee,81177,South,PROD-1238,Technology,Phones,Phones Model 409,4094.16,14,0.1,-737.32
2238,ORD-80575,2022-03-29,2022-03-31,Standard Class,CU-3285,Thomas Jones,Consumer,United States,Oregon City,Oregon,32450,West,PROD-9086,Furniture,Tables,Tables Model 393,5601.51,11,0.0,741.25
2239,ORD-11154,2020-04-15,2020-04-21,Standard Class,CU-7584,Jennifer White,Consumer,United States,California City,California,34103,West,PROD-1128,Furniture,Tables,Tables Model 393,10994.32,7,0.2,1694.22
2240,ORD-74401,2019-02-16,2019-02-21,Second Class,CU-3667,Lisa White,Consumer,United States,Nevada City,Nevada,67259,West,PROD-3435,Technology,Phones,Phones Model 409,699.41,5,0.5,-24.69
2241,ORD-49724,2019-05-16,2019-05-18,Second Class,CU-1917,Richard Anderson,Consumer,United States,New Jersey City,New Jersey,99709,East,PROD-3097,Office Supplies,Storage,Storage Model 404,10248.57,10,0.3,305.03
2242,ORD-75781,2022-06-20,2022-06-23,Standard Class,CU-2702,Thomas Brown,Consumer,United States,California City,California,66265,West,PROD-7724,Furniture,Chairs,Chairs Model 341,10347.3,12,0.2,2705.85
2243,ORD-43440,2019-01-22,2019-01-26,Standard Class,CU-3504,Michael Jackson,Consumer,United States,Pennsylvania City,Pennsylvania,10369,East,PROD-3896,Office Supplies,Paper,Paper Model 193,550.95,3,0.3,-96.48
2244,ORD-45068,2021-07-24,2021-07-27,Standard Class,CU-0526,William Miller,Home Office,United States,Florida City,Florida,83433,East,PROD-1629,Office Supplies,Art,Art Model 436,5374.19,13,0.0,2350.66
2245,ORD-55437,2019-09-11,2019-09-15,Same Day,CU-2874,Richard Davis,Home Office,United States,Arizona City,Arizona,98612,West,PROD-5474,Technology,Copiers,Copiers Model 362,15121.72,14,0.4,2993.2
2246,ORD-94131,2020-07-24,2020-07-27,Same Day,CU-1527,William Taylor,Consumer,United States,Texas City,Texas,44590,Central,PROD-7098,Technology,Machines,Machines Model 29,2263.22,2,0.4,-306.14
2247,ORD-67146,2019-02-26,2019-02-27,First Class,CU-5728,David Thompson,Corporate,United States,Virginia City,Virginia,28704,South,PROD-7435,Technology,Accessories,Accessories Model 342,8754.55,6,0.0,1036.28
2248,ORD-48863,2019-07-16,2019-07-17,Same Day,CU-6395,Robert Martinez,Home Office,United States,Georgia City,Georgia,90645,South,PROD-1072,Office Supplies,Paper,Paper Model 193,102.67,6,0.0,23.12
2249,ORD-37635,2022-12-21,2022-12-24,Standard Class,CU-6326,David Garcia,Consumer,United States,Virginia City,Virginia,96593,South,PROD-5910,Office Supplies,Envelopes,Envelopes Model 119,1748.5,6,0.1,441.68
2250,ORD-57919,2020-04-26,2020-04-29,Same Day,CU-8963,Joseph Martinez,Corporate,United States,Oregon City,Oregon,32853,West,PROD-3481,Office Supplies,Envelopes,Envelopes Model 119,5926.56,5,0.2,729.05
2251,ORD-47715,2019-08-26,2019-08-29,Same Day,CU-0496,Patricia Williams,Consumer,United States,Illinois City,Illinois,33799,Central,PROD-4633,Office Supplies,Labels,Labels Model 193,2934.92,13,0.3,22.22
2252,ORD-21159,2019-06-18,2019-06-22,Second Class,CU-9278,Mary Davis,Corporate,United States,Tennessee City,Tennessee,43387,South,PROD-0444,Office Supplies,Art,Art Model 436,5326.95,5,0.0,2291.07
2253,ORD-80231,2019-08-30,2019-09-06,Standard Class,CU-8237,Charles Harris,Home Office,United States,Missouri City,Missouri,33342,Central,PROD-4035,Office Supplies,Paper,Paper Model 193,6237.89,9,0.2,2104.86
2254,ORD-73256,2022-05-06,2022-05-08,Same Day,CU-1047,Barbara Taylor,Home Office,United States,Florida City,Florida,52097,East,PROD-1396,Office Supplies,Labels,Labels Model 193,458.74,1,0.3,76.29
2255,ORD-26325,2022-04-28,2022-05-05,Same Day,CU-6142,Michael White,Consumer,United States,Tennessee City,Tennessee,63959,South,PROD-9281,Office Supplies,Binders,Binders Model 60,3246.35,9,0.2,951.46
2256,ORD-01801,2021-03-07,2021-03-08,Same Day,CU-0496,Patricia Williams,Home Office,United States,New Jersey City,New Jersey,15108,East,PROD-0227,Furniture,Bookcases,Bookcases Model 429,7195.38,9,0.3,3088.16
2257,ORD-38228,2020-02-17,2020-02-21,Standard Class,CU-3916,Patricia Miller,Consumer,United States,Oregon City,Oregon,45690,West,PROD-8468,Office Supplies,Art,Art Model 436,7529.53,12,0.4,-1208.4
2258,ORD-79507,2021-11-23,2021-11-28,Same Day,CU-5325,Thomas Young,Consumer,United States,Tennessee City,Tennessee,46800,South,PROD-1653,Office Supplies,Binders,Binders Model 60,14444.28,10,0.0,3559.91
2259,ORD-91175,2022-05-22,2022-05-29,First Class,CU-8999,Linda Young,Home Office,United States,Virginia City,Virginia,61635,South,PROD-4742,Office Supplies,Binders,Binders Model 60,10570.26,11,0.0,1091.41
2260,ORD-32715,2022-10-17,2022-10-20,Same Day,CU-6606,Karen Martin,Home Office,United States,Washington City,Washington,77178,West,PROD-1572,Technology,Copiers,Copiers Model 362,2894.33,14,0.3,801.79
2261,ORD-29902,2022-11-27,2022-11-29,Same Day,CU-0355,Joseph Thomas,Home Office,United States,Arizona City,Arizona,41091,West,PROD-7454,Furniture,Tables,Tables Model 393,1424.97,1,0.0,312.47
2262,ORD-14007,2022-11-01,2022-11-07,Second Class,CU-9071,David White,Corporate,United States,Alabama City,Alabama,69231,South,PROD-0293,Furniture,Bookcases,Bookcases Model 429,4479.54,11,0.2,-89.06
2263,ORD-53166,2020-08-06,2020-08-12,Second Class,CU-1917,Richard Anderson,Consumer,United States,Alabama City,Alabama,61249,South,PROD-5420,Technology,Copiers,Copiers Model 362,1197.9,4,0.5,406.96
2264,ORD-12037,2022-06-05,2022-06-10,Same Day,CU-8277,Thomas Miller,Home Office,United States,Oregon City,Oregon,57693,West,PROD-2086,Technology,Accessories,Accessories Model 342,11459.01,6,0.0,1149.79
2265,ORD-19795,2021-05-03,2021-05-09,First Class,CU-7270,Sarah Anderson,Home Office,United States,Wisconsin City,Wisconsin,38584,Central,PROD-9519,Office Supplies,Envelopes,Envelopes Model 119,8631.22,13,0.4,949.59
2266,ORD-39757,2022-11-07,2022-11-14,Standard Class,CU-0146,Joseph Brown,Consumer,United States,Texas City,Texas,51458,Central,PROD-1774,Furniture,Tables,Tables Model 393,4483.46,8,0.4,-622.99
2267,ORD-47931,2019-11-01,2019-11-03,Standard Class,CU-6586,Charles Garcia,Corporate,United States,California City,California,34784,West,PROD-0801,Furniture,Tables,Tables Model 393,4010.76,4,0.3,-65.62
2268,ORD-41029,2022-10-28,2022-11-04,Standard Class,CU-2863,Karen Anderson,Consumer,United States,Alabama City,Alabama,99571,South,PROD-8800,Office Supplies,Labels,Labels Model 193,1311.71,1,0.1,-188.17
2269,ORD-72175,2022-11-23,2022-11-29,Same Day,CU-4276,Linda Anderson,Corporate,United States,North Carolina City,North Carolina,30430,South,PROD-0755,Technology,Machines,Machines Model 29,7984.49,12,0.0,-119.1
2270,ORD-18606,2020-05-18,2020-05-21,First Class,CU-2250,Robert Jones,Consumer,United States,Missouri City,Missouri,14375,Central,PROD-0284,Office Supplies,Paper,Paper Model 193,6253.83,8,0.2,472.31
2271,ORD-36711,2019-11-01,2019-11-02,Standard Class,CU-5563,Joseph Johnson,Corporate,United States,Florida City,Florida,64800,East,PROD-3185,Furniture,Bookcases,Bookcases Model 429,412.55,1,0.5,-15.07
2272,ORD-37066,2019-11-24,2019-11-25,Standard Class,CU-4623,Richard Brown,Corporate,United States,Michigan City,Michigan,72601,Central,PROD-1979,Furniture,Bookcases,Bookcases Model 429,10166.56,9,0.0,4287.84
2273,ORD-61588,2019-11-12,2019-11-14,Second Class,CU-4623,Richard Brown,Corporate,United States,Nevada City,Nevada,57799,West,PROD-1718,Furniture,Chairs,Chairs Model 341,3819.15,14,0.1,865.19
2274,ORD-57506,2022-10-06,2022-10-07,First Class,CU-2301,Susan Davis,Home Office,United States,North Carolina City,North Carolina,86104,South,PROD-7356,Furniture,Furnishings,Furnishings Model 343,2607.86,5,0.3,853.63
2275,ORD-54023,2019-01-14,2019-01-18,Standard Class,CU-2218,David Jackson,Consumer,United States,Texas City,Texas,40420,Central,PROD-7370,Technology,Copiers,Copiers Model 362,6253.7,8,0.2,2500.89
2276,ORD-83380,2020-06-22,2020-06-28,Standard Class,CU-4107,Lisa Johnson,Home Office,United States,New Jersey City,New Jersey,62469,East,PROD-2704,Furniture,Tables,Tables Model 393,11550.9,14,0.0,1590.63
2277,ORD-27829,2019-05-08,2019-05-13,Same Day,CU-5716,Jennifer Jones,Consumer,United States,Georgia City,Georgia,23655,South,PROD-1948,Furniture,Chairs,Chairs Model 341,4212.19,8,0.3,1009.86
2278,ORD-72008,2019-05-18,2019-05-21,Standard Class,CU-8307,Joseph Smith,Home Office,United States,Alabama City,Alabama,43141,South,PROD-5633,Technology,Copiers,Copiers Model 362,2420.99,11,0.0,-396.36
2279,ORD-68285,2019-12-02,2019-12-03,Standard Class,CU-2178,Lisa Harris,Corporate,United States,Missouri City,Missouri,99897,Central,PROD-3611,Technology,Copiers,Copiers Model 362,2581.12,7,0.0,408.6
2280,ORD-71811,2022-03-29,2022-04-02,First Class,CU-7179,Lisa Garcia,Home Office,United States,Pennsylvania City,Pennsylvania,39403,East,PROD-7486,Office Supplies,Binders,Binders Model 60,16891.58,13,0.0,-2143.39
2281,ORD-13324,2019-04-24,2019-04-29,Same Day,CU-9352,Jessica Johnson,Consumer,United States,Nevada City,Nevada,46664,West,PROD-6930,Technology,Machines,Machines Model 29,4777.65,3,0.1,1070.38
2282,ORD-41848,2020-10-25,2020-10-29,Standard Class,CU-6819,Lisa Thompson,Corporate,United States,New Jersey City,New Jersey,18144,East,PROD-1410,Technology,Accessories,Accessories Model 342,6511.44,12,0.5,2038.31
2283,ORD-37432,2019-06-12,2019-06-14,First Class,CU-7512,Thomas Smith,Home Office,United States,Georgia City,Georgia,64520,South,PROD-6362,Technology,Machines,Machines Model 29,13665.4,7,0.0,5274.83
2284,ORD-77903,2021-04-16,2021-04-17,First Class,CU-8401,William Harris,Consumer,United States,North Carolina City,North Carolina,67666,South,PROD-0274,Office Supplies,Labels,Labels Model 193,15930.56,14,0.0,3510.71
2285,ORD-50005,2021-07-16,2021-07-21,First Class,CU-3839,Joseph Miller,Corporate,United States,Florida City,Florida,11847,East,PROD-8132,Furniture,Tables,Tables Model 393,5565.12,8,0.5,676.9
2286,ORD-89866,2021-08-16,2021-08-20,Same Day,CU-7375,David Harris,Corporate,United States,Virginia City,Virginia,30074,South,PROD-4798,Office Supplies,Fasteners,Fasteners Model 432,13538.59,13,0.4,-1947.3
2287,ORD-13163,2019-10-28,2019-11-01,Same Day,CU-8489,Robert Martin,Home Office,United States,Illinois City,Illinois,13518,Central,PROD-8464,Furniture,Chairs,Chairs Model 341,9507.36,11,0.4,-312.29
2288,ORD-89281,2019-03-10,2019-03-13,Second Class,CU-6351,Thomas Jackson,Consumer,United States,Oregon City,Oregon,36380,West,PROD-6724,Technology,Copiers,Copiers Model 362,6126.24,7,0.4,936.01
2289,ORD-58416,2022-07-26,2022-07-27,Standard Class,CU-5197,Charles Taylor,Corporate,United States,Nevada City,Nevada,44407,West,PROD-3469,Furniture,Bookcases,Bookcases Model 429,2524.75,3,0.1,968.04
2290,ORD-08970,2019-06-20,2019-06-27,Second Class,CU-0785,Susan Wilson,Consumer,United States,Ohio City,Ohio,90845,East,PROD-3805,Office Supplies,Labels,Labels Model 193,11092.53,7,0.0,1940.31
2291,ORD-26170,2019-01-03,2019-01-09,Second Class,CU-0110,Patricia Harris,Consumer,United States,Missouri City,Missouri,58105,Central,PROD-8968,Technology,Copiers,Copiers Model 362,8423.96,9,0.4,975.78
2292,ORD-55953,2021-08-23,2021-08-30,First Class,CU-6985,Patricia Johnson,Home Office,United States,New York City,New York,68016,East,PROD-2424,Furniture,Furnishings,Furnishings Model 343,545.13,5,0.1,-29.32
2293,ORD-03832,2019-06-20,2019-06-26,Second Class,CU-5740,Barbara Jackson,Home Office,United States,Tennessee City,Tennessee,16716,South,PROD-7497,Office Supplies,Art,Art Model 436,658.41,1,0.0,-92.48
2294,ORD-78338,2019-12-28,2019-12-29,Same Day,CU-7701,Susan Smith,Home Office,United States,Virginia City,Virginia,31426,South,PROD-9121,Technology,Copiers,Copiers Model 362,423.74,6,0.3,98.45
2295,ORD-82689,2022-06-23,2022-06-27,Same Day,CU-7558,James Garcia,Consumer,United States,Ohio City,Ohio,98400,East,PROD-7397,Technology,Phones,Phones Model 409,5428.24,6,0.5,-136.41
2296,ORD-41084,2020-09-25,2020-09-28,First Class,CU-3667,Lisa White,Corporate,United States,Illinois City,Illinois,97680,Central,PROD-3135,Office Supplies,Storage,Storage Model 404,14909.4,14,0.3,-1515.15
2297,ORD-16970,2020-12-16,2020-12-23,First Class,CU-7312,Barbara Brown,Corporate,United States,New York City,New York,22178,East,PROD-8156,Furniture,Chairs,Chairs Model 341,4092.69,12,0.2,-713.86
2298,ORD-39974,2022-03-20,2022-03-27,Second Class,CU-0764,Jessica Thomas,Corporate,United States,Pennsylvania City,Pennsylvania,98612,East,PROD-9165,Furniture,Tables,Tables Model 393,8937.63,13,0.5,416.12
2299,ORD-62373,2021-07-26,2021-07-29,Same Day,CU-1866,Sarah Williams,Corporate,United States,Virginia City,Virginia,77660,South,PROD-1582,Office Supplies,Labels,Labels Model 193,9214.18,10,0.3,1277.34
